EmployeeNumber,Satisfaction,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1966,1,32,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,2,2,Manufacturing Director,9679,8,No,4,40.0,0,1,3,1,0,0,0
2000,1,47,Non-Travel,Research & Development,1,1,Medical,Female,3,3,Research Director,11957,0,No,3,40.0,2,3,1,13,8,5,12
1850,1,27,Travel_Frequently,Research & Development,5,2,Life Sciences,Female,3,1,Laboratory Technician,2379,0,Yes,3,40.0,0,3,2,5,4,0,2
1816,1,30,Travel_Rarely,Research & Development,10,3,Medical,Female,3,3,Manufacturing Director,9667,9,No,3,40.0,0,3,3,7,7,0,2
61,1,37,Travel_Rarely,Research & Development,19,2,Life Sciences,Male,3,1,Research Scientist,3022,4,No,4,40.0,0,1,3,1,0,0,0
520,1,43,Travel_Rarely,Research & Development,12,3,Life Sciences,Male,2,4,Research Director,14336,1,No,3,40.0,1,3,3,25,10,3,9
1684,0,23,Travel_Rarely,Research & Development,8,1,Medical,Male,2,1,Laboratory Technician,3989,1,Yes,3,40.0,0,2,3,5,4,1,2
167,0,19,Travel_Rarely,Sales,22,1,Marketing,Male,3,1,Sales Representative,1675,1,Yes,3,40.0,0,2,2,0,0,0,0
575,1,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,4,Research Director,17861,6,No,3,40.0,0,2,1,3,2,0,1
1667,0,35,Travel_Frequently,Sales,12,4,Other,Male,3,2,Sales Executive,4581,3,Yes,4,40.0,0,2,4,11,9,6,7
1105,1,37,Travel_Rarely,Sales,10,4,Life Sciences,Female,2,2,Sales Executive,6694,2,Yes,3,40.0,3,5,3,1,0,0,0
155,1,36,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,3,1,Laboratory Technician,2835,5,No,4,40.0,1,2,3,1,0,0,0
560,1,26,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,3,1,Research Scientist,2886,1,No,4,40.0,2,3,1,3,2,0,2
387,1,42,Travel_Rarely,Sales,1,1,Life Sciences,Male,3,2,Sales Executive,4907,1,No,4,40.0,0,3,3,20,16,11,6
1474,1,40,Travel_Rarely,Research & Development,2,3,Medical,Male,3,1,Research Scientist,2345,2,No,3,40.0,1,3,4,3,1,1,2
325,0,33,Travel_Rarely,Research & Development,14,3,Medical,Male,3,1,Laboratory Technician,2436,5,Yes,3,40.0,1,2,1,5,4,0,4
585,1,30,Travel_Rarely,Sales,7,1,Marketing,Male,3,1,Sales Representative,2983,0,No,3,40.0,0,3,3,3,2,1,2
743,1,38,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,3,Manufacturing Director,7861,4,Yes,3,40.0,0,4,4,1,0,0,0
1758,0,33,Travel_Rarely,Sales,16,3,Life Sciences,Female,3,3,Sales Executive,8564,2,Yes,4,40.0,0,2,2,0,0,0,0
1106,0,25,Travel_Rarely,Research & Development,4,1,Technical Degree,Male,3,1,Laboratory Technician,3691,1,Yes,3,40.0,1,3,4,7,7,5,6
1294,1,36,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,2,Manufacturing Director,5410,9,Yes,3,40.0,0,2,3,16,14,5,12
1735,1,23,Travel_Rarely,Research & Development,4,1,Medical,Female,3,1,Laboratory Technician,3295,1,No,3,40.0,0,3,1,3,2,1,2
10,1,59,Travel_Rarely,Research & Development,3,3,Medical,Female,4,1,Laboratory Technician,2670,4,Yes,4,40.0,3,3,2,1,0,0,0
328,0,33,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,3,1,Laboratory Technician,2707,7,No,4,40.0,0,3,4,9,7,1,7
287,1,40,Non-Travel,Research & Development,9,5,Life Sciences,Male,2,2,Healthcare Representative,4876,9,No,3,40.0,1,5,1,3,2,0,2
468,1,42,Travel_Rarely,Research & Development,23,5,Life Sciences,Female,3,4,Research Director,15992,2,No,3,40.0,0,2,3,1,0,0,0
1845,1,45,Non-Travel,Sales,2,4,Life Sciences,Female,3,2,Sales Executive,5154,4,No,4,40.0,2,3,4,8,7,5,7
611,1,29,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,3,2,Manufacturing Director,4262,4,No,3,40.0,2,2,4,3,2,1,2
1360,0,58,Travel_Rarely,Research & Development,7,4,Medical,Female,2,3,Manufacturing Director,10008,7,Yes,3,40.0,0,0,2,10,9,5,9
1315,1,28,Non-Travel,Research & Development,1,3,Life Sciences,Female,1,2,Laboratory Technician,6674,0,No,3,40.0,3,6,3,9,8,7,5
467,1,47,Travel_Frequently,Sales,4,1,Medical,Male,3,2,Sales Representative,2976,3,No,3,40.0,0,3,3,0,0,0,0
1918,1,26,Travel_Frequently,Research & Development,6,3,Other,Male,4,1,Laboratory Technician,2544,0,No,3,40.0,1,3,3,7,7,7,7
781,1,25,Travel_Rarely,Sales,26,1,Medical,Female,3,2,Sales Executive,6180,1,No,4,40.0,0,5,2,6,5,1,4
